-13.76602564	46.36367273
-13.40384615	46.6864
-13.06089744	46.68185455
-12.7724359	49.99354286
-12.48397436	53.18185455
-12.17948718	54.4489
-11.89102564	58.8864
-11.66666667	62.3864
-11.49038462	66.56497143
-11.23397436	70.58084444
-10.91346154	74.50003636
-10.56089744	75.90912727
-10.20833333	75.6364
-9.855769231	74.22730909
-9.503205128	74.86367273
-9.182692308	78.74751111
-8.974358974	82.1364
-8.862179487	85.80306667
-8.766025641	89.46973333
-8.685897436	94.3864
-8.621794872	98.6364
-8.557692308	103.3864
-8.493589744	107.1364
-8.429487179	110.8864
-8.365384615	115.6364
-8.301282051	120.8864
-8.237179487	127.6364
-8.173076923	133.3864
-8.108974359	137.3864
-8.060897436	141.1364
-8.012820513	146.1364
-7.948717949	151.1364
-7.889957265	156.4697333
-7.804487179	165.6364
-7.724358974	168.8864
-7.665598291	173.9697333
-7.596153846	181.8864
-7.516025641	186.6364
-7.371794872	190.3030667
-7.122252747	194.9221143
-6.951923077	198.7364
-6.837606838	201.3864
-6.627747253	197.3506857
-6.376424501	195.0808444
-6.065705128	195.9489
-5.977564103	198.4697333
-5.689102564	194.2727636
-5.336538462	196.3636727
-5.064102564	197.5530667
-4.935897436	200.6364
-4.871794872	204.8864
-4.807692308	210.6364
-4.743589744	215.6364
-4.68482906	220.8030667
-4.642094017	226.3030667
-4.577991453	233.3030667
-4.53525641	238.1364
-4.503205128	242.6364
-4.481837607	247.3030667
-4.455128205	253.6364
-4.439102564	257.1364
-4.423076923	262.3864
-4.385683761	267.3030667
-4.332264957	273.9697333
-4.294871795	280.1364
-4.262820513	285.6364
-4.230769231	291.1364
-4.198717949	295.6364
-4.166666667	300.3864
-4.134615385	305.8864
-4.102564103	310.6364
-4.070512821	315.8864
-4.054487179	320.1364
-4.006410256	324.3864
-3.921457127	330.7855935
-3.798076923	337.4697333
-3.772435897	334.0364
-3.635709608	328.8044108
-3.59508547	323.3030667
-3.557692308	318.3864
-3.493589744	313.6364
-3.43482906	308.3030667
-3.397435897	303.3864
-3.365384615	298.1364
-3.333333333	292.3864
-3.306623932	285.3030667
-3.28525641	278.6364
-3.253205128	276.1364
-3.253205128	270.6364
-3.205128205	265.6364
-3.173076923	260.8864
-3.141025641	256.3864
-3.108974359	250.8864
-3.082264957	244.1364
-3.044871795	237.6364
-3.012820513	232.6364
-2.980769231	227.6364
-2.96474359	223.1364
-2.932692308	217.6364
-2.900641026	213.8864
-2.868589744	211.1364
-2.868589744	207.1364
-2.825854701	201.3030667
-2.756410256	197.6364
-2.708333333	192.6364
-2.676282051	190.1364
-2.644230769	186.1364
-2.596153846	181.3864
-2.532051282	176.1364
-2.467948718	172.6364
-2.387820513	168.1364
-2.275641026	164.8864
-2.179487179	160.6364
-2.115384615	156.1364
-2.051282051	152.6364
-1.987179487	149.1364
-1.923076923	144.3864
-1.858974359	139.1364
-1.794871795	134.3864
-1.746794872	130.1364
-1.698717949	125.1364
-1.650641026	120.1364
-1.570512821	115.8864
-1.522435897	113.1364
-1.490384615	108.6364
-1.442307692	102.6364
-1.378205128	95.6364
-1.346153846	90.3864
-1.298076923	84.8864
-1.266025641	80.8864
-1.233974359	77.1364
-1.201923077	71.8864
-1.169871795	67.8864
-1.137820513	65.1364
-1.105769231	61.1364
-1.073717949	55.8864
-1.025641026	51.1364
-0.961538462	44.1364
-0.897435897	37.6364
-0.833333333	31.6364
-0.769230769	26.1364
-0.705128205	21.6364
-0.641025641	17.1364
-0.560897436	12.46973333
-0.46474359	8.469733333
-0.336538462	4.5364
-0.206739385	1.909249462
-0.080128205	0.954581818
