        0.07853982        38.52715130        -0.23046635         0.00681843         0.00117212
        0.23561945        38.48905153        -0.66295493         0.00638200         0.00247535
        0.39269908        38.40915026        -1.06748141         0.00630506         0.00322385
        0.54977871        38.28368816        -1.43604287         0.00634363         0.00409258
        0.70685835        38.11756390        -1.76604044         0.00611010         0.00529702
        0.86393798        37.91957418        -2.05584599         0.00580045         0.00688884
        1.02101761        37.69876555        -2.30549793         0.00513842         0.00863532
        1.17809725        37.46326865        -2.51832159         0.00587975         0.00932084
        1.33517688        37.23614748        -2.68709412         0.00805126         0.00925117
        1.49225651        36.92063554        -2.88952307         0.01026576         0.01195614
        1.64933614        36.95366128        -2.77586758         0.00749898         0.00812398
        1.80641578        36.37792663        -3.25120574         0.01425324         0.01809238
        1.96349541        36.19136491        -3.10440741         0.01484616         0.01474365
        2.12057504        36.19144411        -2.94327530         0.01388867         0.01265554
        2.27765467        36.10139958        -3.01244157         0.01212464         0.01444255
        2.43473431        35.88132313        -3.18962705         0.01503700         0.02013616
        2.59181394        35.59520847        -3.31987785         0.01265531         0.00881434
        2.74889357        35.32937917        -3.35218070         0.00964997         0.00713711
        2.90597320        35.12184020        -3.30643560         0.00749350         0.00685938
        3.06305284        34.97430485        -3.21872335         0.00619718         0.00669892
        3.22013247        34.87398916        -3.11859615         0.00554824         0.00637132
        3.37721210        34.80558328        -3.02470894         0.00521882         0.00586779
        3.53429174        34.75586080        -2.94675569         0.00497452         0.00526917
        3.69137137        34.71477889        -2.88828407         0.00470297         0.00468022
        3.84845100        34.67533737        -2.84900272         0.00437162         0.00419060
        4.00553063        34.63309882        -2.82645234         0.00399216         0.00385173
        4.16261027        34.58565475        -2.81716383         0.00359667         0.00367103
        4.31968990        34.53211617        -2.81742919         0.00322197         0.00362295
        4.47676953        34.47265504        -2.82378025         0.00290091         0.00366822
        4.63384916        34.40811310        -2.83324917         0.00265860         0.00376913
        4.79092880        34.33968879        -2.84347274         0.00251099         0.00389564
        4.94800843        34.26870464        -2.85269290         0.00246448         0.00402529
        5.10508806        34.19644886        -2.85969614         0.00251672         0.00414096
        5.26216769        34.12407919        -2.86372394         0.00265915         0.00422876
        5.41924733        34.05257460        -2.86437608         0.00287987         0.00427660
        5.57632696        33.98272062        -2.86151992         0.00316524         0.00427364
        5.73340659        33.91511640        -2.85521226         0.00349981         0.00421067
        5.89048623        33.85019392        -2.84563583         0.00386554         0.00408136
        6.04756586        33.78824271        -2.83305009         0.00424123         0.00388427
        6.20464549        33.72943572        -2.81775426         0.00460275         0.00362563
        6.36172512        33.67385333        -2.80006071         0.00492402         0.00332248
        6.51880476        33.62150420        -2.78027631         0.00517897         0.00300577
        6.67588439        33.57234190        -2.75869022         0.00534461         0.00272043
        6.83296402        33.52627769        -2.73556722         0.00540541         0.00251620
        6.99004365        33.48319008        -2.71114591         0.00535798         0.00242426
        7.14712329        33.44293324        -2.68564074         0.00521315         0.00243482
        7.30420292        33.40534554        -2.65924575         0.00499322         0.00250440
        7.46128255        33.37025823        -2.63213778         0.00472534         0.00258605
        7.61836218        33.33750303        -2.60447776         0.00443453         0.00264968
        7.77544182        33.30691732        -2.57641084         0.00413971         0.00268367
        7.93252145        33.27834700        -2.54806605         0.00385303         0.00268818
        8.08960108        33.25164756        -2.51955653         0.00358118         0.00266868
        8.24668072        33.22668412        -2.49098030         0.00332721         0.00263178
        8.40376035        33.20333110        -2.46242149         0.00309208         0.00258344
        8.56083998        33.18147176        -2.43395184         0.00287563         0.00252830
        8.71791961        33.16099769        -2.40563211         0.00267718         0.00246975
        8.87499925        33.14180835        -2.37751356         0.00249583         0.00241015
        9.03207888        33.12381063        -2.34963910         0.00233063         0.00235108
        9.18915851        33.10691833        -2.32204450         0.00218065         0.00229355
        9.34623814        33.09105178        -2.29475932         0.00204497         0.00223819
        9.50331778        33.07613738        -2.26780775         0.00192276         0.00218537
        9.66039741        33.06210719        -2.24120936         0.00181322         0.00213528
        9.81747704        33.04889850        -2.21497976         0.00171560         0.00208798
        9.97455668        33.03645346        -2.18913109         0.00162918         0.00204345
       10.13163631        33.02471870        -2.16367257         0.00155327         0.00200162
       10.28871594        33.01364500        -2.13861084         0.00148719         0.00196238
       10.44579557        33.00318693        -2.11395040         0.00143028         0.00192560
       10.60287521        32.99330260        -2.08969384         0.00138188         0.00189113
       10.75995484        32.98395332        -2.06584217         0.00134132         0.00185883
       10.91703447        32.97510336        -2.04239504         0.00130795         0.00182856
       11.07411410        32.96671973        -2.01935091         0.00128110         0.00180016
       11.23119374        32.95877193        -1.99670728         0.00126012         0.00177350
       11.38827337        32.95123175        -1.97446081         0.00124440         0.00174844
       11.54535300        32.94407309        -1.95260745         0.00123333         0.00172485
       11.70243263        32.93727180        -1.93114258         0.00122634         0.00170262
       11.85951227        32.93080548        -1.91006109         0.00122290         0.00168162
       12.01659190        32.92465340        -1.88935747         0.00122252         0.00166177
       12.17367153        32.91879630        -1.86902590         0.00122475         0.00164296
       12.33075117        32.91321632        -1.84906030         0.00122921         0.00162509
       12.48783080        32.90789686        -1.82945440         0.00123552         0.00160811
